text,label
Salve sono utente6 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio3 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Luigi,0
Oggetto: Illuminazione Pubblica Inadeguata in Via Pietro Cossa All'attenzione del Comune di Torino L'illuminazione pubblica in Via Pietro Cossa è insufficiente e pericolosa. Questa negligenza mette a rischio la sicurezza dei cittadini. Chiedo un intervento immediato per garantire sicurezza adeguata. Cordiali saluti Patrizia,0
Oggetto: Segnalazione Guasto Illuminazione in Corso Regina Margherita Gentili Responsabili Mi chiamo Giuseppe Bianchi e abito in Corso Regina Margherita 123. Vorrei segnalare un guasto all'illuminazione pubblica che sta causando buio totale nella zona. Cordiali saluti Giuseppe Bianchi Corso Regina Margherita 123 Torino giuseppe.bianchi@email.com +39 011 2345678,1
Oggetto: Problemi con la Segnaletica Stradale in Via Garibaldi Spettabili Sono Anna Conti residente in Via Garibaldi 78. La segnaletica stradale è danneggiata e poco visibile. Distinti saluti Anna Conti Via Garibaldi 78 Torino anna.conti@email.com +39 011 6655443,0
Oggetto: Richiesta Informazioni su Servizi di Assistenza agli Anziani Gentili Responsabili del Servizio Sociale Sono Paolo Conti abitante in Via Madama Cristina 22 Torino. Desidero ottenere informazioni sui servizi comunali disponibili per l'assistenza e il supporto agli anziani in particolare per quanto riguarda l'assistenza domiciliare e le attività ricreative. Ringraziando per la disponibilità resto in attesa di una vostra risposta. Cordialmente Paolo Conti Via Madama Cristina 22 Torino paoloconti@email.com +39 0123 332211,1
Oggetto: Informazioni su Procedure per Rilascio Carta d'Identità Egregi Responsabili dell'Ufficio Anagrafe Mi chiamo Anna Ferrari e risiedo in Strada della Consolata 50 Torino. Vorrei richiedere dettagli sulle procedure attuali per il rilascio o il rinnovo della carta d'identità compresi i tempi di attesa e la documentazione necessaria. Grazie per l'assistenza. Saluti Anna Ferrari Strada della Consolata 50 Torino annaferrari@email.com +39 0123 112233,1
Buongiorno sono utente6 volevo chiedere un appuntamento con l'assessore assessore5 se possibile per la prossima settimana grazie Giovanni,1
Salve sono utente4 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio1 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Luigi,0
Buongiorno sono Alberto Lupo e vorrei effettuare un reclamo relativo alla tassa dei rifiuti. Io credo che la vostra cartella esattoriale sia stata inviata a me erroneamente. Potete dirmi quale numero di telefono posso chiamare per chiarimenti? Cordiali saluti Alberto,0
Buongiorno sono UTENTE ed abito in via XXXX volevo segnalare che il semaforo all'angolo della via non è più funzionante cordiali saluti NOME,1
Buongiorno sono utente7 volevo chiedere alcune informazioni relative al servizio2 e dove devo recarmi per poter sbrigare le pratiche relative grazie Matteo,1
